article_title,article_quality,revision_id,country,population,region
Gaspar de Borja y Velasco,C,1104699341,Spain,47.4,SOUTHERN EUROPE
"Francisco Tadeo Calomarde, 1st Duke of Santa Isabel",Start,1070343072,Spain,47.4,SOUTHERN EUROPE
Blas Camacho,Stub,1101437075,Spain,47.4,SOUTHERN EUROPE
José Manuel Campa,Start,1074156210,Spain,47.4,SOUTHERN EUROPE
Mateu Cañellas,Start,1099176383,Spain,47.4,SOUTHERN EUROPE
Antonio Carro Martínez,Stub,1104381249,Spain,47.4,SOUTHERN EUROPE
"Nicolás de Carvajal, Marquis of Sarria",Start,1098105485,Spain,47.4,SOUTHERN EUROPE
Francesc de Castellví i de Vic,Stub,1066124922,Spain,47.4,SOUTHERN EUROPE
Yaiza Castilla Herrera,Stub,1114401468,Spain,47.4,SOUTHERN EUROPE
"Juan Francisco de la Cerda, 8th Duke of Medinaceli",Start,1105892119,Spain,47.4,SOUTHERN EUROPE
"Luis Francisco de la Cerda, 9th Duke of Medinaceli",Start,1101260163,Spain,47.4,SOUTHERN EUROPE
Ramón Chíes,Start,1093542725,Spain,47.4,SOUTHERN EUROPE
Diego Clemencín,Start,1081213360,Spain,47.4,SOUTHERN EUROPE
Octavio Cuartero Cifuentes,Stub,1096425264,Spain,47.4,SOUTHERN EUROPE
"Diego Dávila Mesía y Guzmán, 3rd Marquess of Leganés",Start,1084945739,Spain,47.4,SOUTHERN EUROPE
Fernando de Parias Merry,Stub,1102909033,Spain,47.4,SOUTHERN EUROPE
Rafael Díez de la Cortina y Olaeta,FA,1112390753,Spain,47.4,SOUTHERN EUROPE
Teresa Domingo Segarra,Stub,1091720186,Spain,47.4,SOUTHERN EUROPE
Juan Donoso Cortés,C,1106894631,Spain,47.4,SOUTHERN EUROPE
Horacio Echevarrieta,C,1046893081,Spain,47.4,SOUTHERN EUROPE
Julián Elorza Aizpuru,FA,1111274553,Spain,47.4,SOUTHERN EUROPE
Juan de Escobedo,Start,1043838278,Spain,47.4,SOUTHERN EUROPE
Juan Escoiquiz,Start,1032123165,Spain,47.4,SOUTHERN EUROPE
Gaspar de Espinosa,Start,1068983396,Spain,47.4,SOUTHERN EUROPE
Víctor Eusa Razquin,FA,1113527776,Spain,47.4,SOUTHERN EUROPE
Carlos Fabra Carreras,C,1088684877,Spain,47.4,SOUTHERN EUROPE
"Diego Felipez de Guzmán, 1st Marquess of Leganés",C,1096106290,Spain,47.4,SOUTHERN EUROPE
Miguel Ángel Fernández-Palacios,Start,1101094299,Spain,47.4,SOUTHERN EUROPE
"Fernando Gómez (footballer, born 1965)",C,1098126018,Spain,47.4,SOUTHERN EUROPE
Antonio Flores de Lemus,Start,1069012803,Spain,47.4,SOUTHERN EUROPE
Josep Fornas,Stub,1100828052,Spain,47.4,SOUTHERN EUROPE
Chato Galante,Stub,1110515122,Spain,47.4,SOUTHERN EUROPE
Guillermo Galeote,Stub,1099982046,Spain,47.4,SOUTHERN EUROPE
Mar Garcia,C,1069863344,Spain,47.4,SOUTHERN EUROPE
Álvaro Gil-Robles,Start,1068958543,Spain,47.4,SOUTHERN EUROPE
Magda Godia,Start,1101223631,Spain,47.4,SOUTHERN EUROPE
Juan Carlos Guerra Zunzunegui,Stub,1104380457,Spain,47.4,SOUTHERN EUROPE
"Gaspar Méndez de Haro, 7th Marquis of Carpio",C,1019104410,Spain,47.4,SOUTHERN EUROPE
"Pedro Henriquez de Acevedo, Count of Fuentes",Start,1103929563,Spain,47.4,SOUTHERN EUROPE
Pedro de Herrera,Stub,1059696308,Spain,47.4,SOUTHERN EUROPE
Eleazar Huerta Valcárcel,Stub,1069026111,Spain,47.4,SOUTHERN EUROPE
Javier Imbroda,Stub,1109934881,Spain,47.4,SOUTHERN EUROPE
Blas Infante,Start,1090235807,Spain,47.4,SOUTHERN EUROPE
Erasmo Janer Gironella,FA,1107107927,Spain,47.4,SOUTHERN EUROPE
Manuel Jiménez de Parga,Stub,1096109133,Spain,47.4,SOUTHERN EUROPE
Joaquín Jiménez Hidalgo,Stub,1100828477,Spain,47.4,SOUTHERN EUROPE
Alejandro Lamalfa,Stub,1098665055,Spain,47.4,SOUTHERN EUROPE
Ignacio Hernando de Larramendi y Montiano,FA,1109395465,Spain,47.4,SOUTHERN EUROPE
Bernardino León,C,1080860368,Spain,47.4,SOUTHERN EUROPE
Hernando de Lerma,Start,1096116275,Spain,47.4,SOUTHERN EUROPE
José Pascual de Liñán y Eguizábal,FA,1111270449,Spain,47.4,SOUTHERN EUROPE
José Luis Liso,Stub,1099829902,Spain,47.4,SOUTHERN EUROPE
José María Llanos,Stub,1114408218,Spain,47.4,SOUTHERN EUROPE
Carmen Llorca,Stub,1084910372,Spain,47.4,SOUTHERN EUROPE
Pero López de Ayala,Start,1096106599,Spain,47.4,SOUTHERN EUROPE
Álvaro de Luna,C,1096639628,Spain,47.4,SOUTHERN EUROPE
"Juan Manuel Fernández Pacheco, 8th Duke of Escalona",Start,1043098967,Spain,47.4,SOUTHERN EUROPE
Xabier Markiegi,Stub,1113721723,Spain,47.4,SOUTHERN EUROPE
Marquis of Amboage,Stub,1086094474,Spain,47.4,SOUTHERN EUROPE
Ignacio Martín Amaro,Stub,1103971165,Spain,47.4,SOUTHERN EUROPE
Luis Méndez de Haro,Start,1103527874,Spain,47.4,SOUTHERN EUROPE
Bernardino de Mendoza,Start,1114691610,Spain,47.4,SOUTHERN EUROPE
Marcelino Menéndez y Pelayo,C,1096446601,Spain,47.4,SOUTHERN EUROPE
Gabriel Milan,B,1065174231,Spain,47.4,SOUTHERN EUROPE
Luis Minguela,Start,1110850781,Spain,47.4,SOUTHERN EUROPE
Salvador Minguijón Adrián,FA,1113473296,Spain,47.4,SOUTHERN EUROPE
Pep Mòdol,Stub,1104404965,Spain,47.4,SOUTHERN EUROPE
Guillermo Morphy,C,1066444598,Spain,47.4,SOUTHERN EUROPE
Pere Navarro Olivella,Start,1084603008,Spain,47.4,SOUTHERN EUROPE
Juan Everardo Nithard,Start,1103547500,Spain,47.4,SOUTHERN EUROPE
Pablo de Olavide,Start,1112996673,Spain,47.4,SOUTHERN EUROPE
José María de Orbe y Gaytán,FA,1111269697,Spain,47.4,SOUTHERN EUROPE
Álvaro d'Ors Pérez-Peix,FA,1106358929,Spain,47.4,SOUTHERN EUROPE
Félix Ortega Fernández,Stub,1083313299,Spain,47.4,SOUTHERN EUROPE
Román Oyarzun Oyarzun,FA,1112985729,Spain,47.4,SOUTHERN EUROPE
Juan Pacheco,C,1050728168,Spain,47.4,SOUTHERN EUROPE
Berenguer de Palou II,Start,1059003082,Spain,47.4,SOUTHERN EUROPE
Javier María Pascual Ibañez,FA,1088789363,Spain,47.4,SOUTHERN EUROPE
Pedro Antonio de Aragón,Start,1093371088,Spain,47.4,SOUTHERN EUROPE
José Pellicer Gandía,Stub,1112951182,Spain,47.4,SOUTHERN EUROPE
Juan Manuel de la Peña Bonifaz,Start,1110216579,Spain,47.4,SOUTHERN EUROPE
Antonio Pérez (statesman),B,1112055320,Spain,47.4,SOUTHERN EUROPE
Antonio Victor Pildáin y Zapiáin,Stub,1115030339,Spain,47.4,SOUTHERN EUROPE
Manuel Pizarro Moreno,Stub,1095965862,Spain,47.4,SOUTHERN EUROPE
Luis Gabriel Portillo,Start,1083417528,Spain,47.4,SOUTHERN EUROPE
Pablo de Porturas y Landázuri,Stub,1083314563,Spain,47.4,SOUTHERN EUROPE
Manuel Prado y Colón de Carvajal,Start,1110047861,Spain,47.4,SOUTHERN EUROPE
Jesús Quijano,Start,1083314800,Spain,47.4,SOUTHERN EUROPE
Pascual Rabal Petriz,Stub,1110714338,Spain,47.4,SOUTHERN EUROPE
Domingo Ram y Lanaja,Start,1103935973,Spain,47.4,SOUTHERN EUROPE
Enrique Ramón Fajarnés,Stub,1105196034,Spain,47.4,SOUTHERN EUROPE
Maria Dolors Renau,Stub,1110717255,Spain,47.4,SOUTHERN EUROPE
Tomás Reñones,Start,1067962807,Spain,47.4,SOUTHERN EUROPE
Luis de Requesens y Relat,Start,1066130983,Spain,47.4,SOUTHERN EUROPE
Galceran de Requesens y Santa Coloma,Start,800277980,Spain,47.4,SOUTHERN EUROPE
Rafael del Riego,C,1109697301,Spain,47.4,SOUTHERN EUROPE
Miguel Romero (activist),Stub,1069043798,Spain,47.4,SOUTHERN EUROPE
Julio Ruiz de Alda,Start,1070900508,Spain,47.4,SOUTHERN EUROPE
Gabriel von Salamanca-Ortenburg,C,1103927512,Spain,47.4,SOUTHERN EUROPE
Sampiro,C,1095007515,Spain,47.4,SOUTHERN EUROPE
Rafael Sánchez Guerra,Stub,1096426163,Spain,47.4,SOUTHERN EUROPE
Belén de Sárraga,C,1085675324,Spain,47.4,SOUTHERN EUROPE
José Sisto,C,1092505399,Spain,47.4,SOUTHERN EUROPE
Pedro Soto (politician),Stub,1099628635,Spain,47.4,SOUTHERN EUROPE
"Juan de Tassis, 1st Count of Villamediana",B,1091687937,Spain,47.4,SOUTHERN EUROPE
Francisco Elías de Tejada y Spínola,FA,1112143161,Spain,47.4,SOUTHERN EUROPE
José Perelló Torrens,C,1106097271,Spain,47.4,SOUTHERN EUROPE
Leopoldo Torres (politician),Stub,1103027991,Spain,47.4,SOUTHERN EUROPE
Mikel Unzalu,Stub,1101357586,Spain,47.4,SOUTHERN EUROPE
Arantza Urkaregi,Start,1114502991,Spain,47.4,SOUTHERN EUROPE
María Rosa Urraca Pastor,FA,1112159572,Spain,47.4,SOUTHERN EUROPE
Fernando de Valdés y Salas,Start,1031521862,Spain,47.4,SOUTHERN EUROPE
Mauro Varela,Stub,1104383327,Spain,47.4,SOUTHERN EUROPE
Rodrigo Vázquez de Arce,Start,934714696,Spain,47.4,SOUTHERN EUROPE
Eugenio Vegas Latapie,C,1107109600,Spain,47.4,SOUTHERN EUROPE
José Joaquín de Viana,Start,1083620763,Spain,47.4,SOUTHERN EUROPE
Vicenç Vidal Matas,Stub,1083747578,Spain,47.4,SOUTHERN EUROPE
Narcís Vinyoles,Start,1096424716,Spain,47.4,SOUTHERN EUROPE
Mariano Zufía Urrizalqui,FA,1112160238,Spain,47.4,SOUTHERN EUROPE
Sujatha Paramanathan,C,1113502682,Sri Lanka,22.4,SOUTH ASIA
Marshal Perera,Start,1106530273,Sri Lanka,22.4,SOUTH ASIA
Sirimal Wijesinghe,C,1101551180,Sri Lanka,22.4,SOUTH ASIA
Robelto Hector,Stub,1103515422,St. Kitts-Nevis,0.1,CARIBBEAN
Eustace John,Stub,1079695657,St. Kitts-Nevis,0.1,CARIBBEAN
Shirley Skerrit-Andrew,Stub,1066964128,St. Kitts-Nevis,0.1,CARIBBEAN
Kenneth John,Start,1100264544,St. Vincent and the Grenadines,0.1,CARIBBEAN
Gertrude Protain,C,1014394761,St. Vincent and the Grenadines,0.1,CARIBBEAN
Alphonso Theodore Roberts,Start,1077403825,St. Vincent and the Grenadines,0.1,CARIBBEAN
Adil Abdel Aati,C,961560512,Sudan,46.9,NORTHERN AFRICA
Malik Agar,Start,1105457485,Sudan,46.9,NORTHERN AFRICA
Ali wad Hilu,Start,1085011367,Sudan,46.9,NORTHERN AFRICA
Mirghani Alnasri,Stub,1059686019,Sudan,46.9,NORTHERN AFRICA
Samuel Aru Bol,Start,919521306,Sudan,46.9,NORTHERN AFRICA
Tahani Abdalla Attia Gasmalla,Stub,1102528472,Sudan,46.9,NORTHERN AFRICA
Ibrahim Balandiya,Stub,1055831182,Sudan,46.9,NORTHERN AFRICA
Daud Bolad,C,1061629688,Sudan,46.9,NORTHERN AFRICA
Ahmed Diraige,C,1103941566,Sudan,46.9,NORTHERN AFRICA
Bishop Philip Abbas Ghaboush,Stub,1012661225,Sudan,46.9,NORTHERN AFRICA
Zakaria Chol Gideon Gakmar,Stub,1002869856,Sudan,46.9,NORTHERN AFRICA
Shartai Jaafar Abdel Hakam,Stub,1105520433,Sudan,46.9,NORTHERN AFRICA
Ja'afar Abdul El Hakh,Stub,789974403,Sudan,46.9,NORTHERN AFRICA
Osman Kebir,Stub,1025563424,Sudan,46.9,NORTHERN AFRICA
George Kongor Arop,Stub,1026498747,Sudan,46.9,NORTHERN AFRICA
Saeed Madibo,Stub,894929684,Sudan,46.9,NORTHERN AFRICA
Amin Mekki Medani,C,1098277987,Sudan,46.9,NORTHERN AFRICA
Jimmy Lemi Milla,Start,1110668092,Sudan,46.9,NORTHERN AFRICA
Muhammad Sa'id al-Qaddal,C,1100493448,Sudan,46.9,NORTHERN AFRICA
Muhammad Sharif (Kalifa),Start,1050319332,Sudan,46.9,NORTHERN AFRICA
Abdallahi ibn Muhammad,GA,1092462251,Sudan,46.9,NORTHERN AFRICA
Abdel Halim Muhammad,Stub,1095715393,Sudan,46.9,NORTHERN AFRICA
Abdul-Hamid Musa Kasha,Stub,1073676200,Sudan,46.9,NORTHERN AFRICA
Al Taib Mustafa,Start,1106782827,Sudan,46.9,NORTHERN AFRICA
Muhammad Nadi Pasha,Start,1073123086,Sudan,46.9,NORTHERN AFRICA
Theophilus Ochang,Start,1026899751,Sudan,46.9,NORTHERN AFRICA
Salih Mahmoud Osman,Start,986231936,Sudan,46.9,NORTHERN AFRICA
Ibrahim El-Salahi,C,1114079134,Sudan,46.9,NORTHERN AFRICA
Santino Deng Teng,Start,1033617848,Sudan,46.9,NORTHERN AFRICA
Simon Makwac Mayen,Stub,1106184658,Sudan,46.9,NORTHERN AFRICA
Eliaba James Surur,Start,1104223419,Sudan,46.9,NORTHERN AFRICA
Alhaj Adam Yousef,Stub,1040529764,Sudan,46.9,NORTHERN AFRICA
Yusuf al-Ajab,Start,1082923942,Sudan,46.9,NORTHERN AFRICA
Ashwin Adhin,C,1110227052,Suriname,0.6,SOUTH AMERICA
Caprino Alendy,Start,1046386920,Suriname,0.6,SOUTH AMERICA
Marinus Bee,Start,1044261887,Suriname,0.6,SOUTH AMERICA
Johannes Brons,Start,1061430025,Suriname,0.6,SOUTH AMERICA
Angelic Alihusain-del Castilho,Start,972745173,Suriname,0.6,SOUTH AMERICA
Johannes Cateau van Rosevelt,Start,1074119308,Suriname,0.6,SOUTH AMERICA
Fred Derby,Start,1109371785,Suriname,0.6,SOUTH AMERICA
Rashied Doekhi,C,1105642607,Suriname,0.6,SOUTH AMERICA
David George Findlay,Start,1100754018,Suriname,0.6,SOUTH AMERICA
Olton van Genderen,C,1061719983,Suriname,0.6,SOUTH AMERICA
Salikin Hardjo,Start,1068851430,Suriname,0.6,SOUTH AMERICA
George Hindori,Start,1087130117,Suriname,0.6,SOUTH AMERICA
Theo Jubitana,C,1098812478,Suriname,0.6,SOUTH AMERICA
Sylvia Kajoeramari,Start,1112727480,Suriname,0.6,SOUTH AMERICA
Krishna Mathoera,Start,1110192935,Suriname,0.6,SOUTH AMERICA
Amar Ramadhin,Stub,1007146722,Suriname,0.6,SOUTH AMERICA
Sewraam Rambaran Mishre,Start,1110193614,Suriname,0.6,SOUTH AMERICA
Willy Soemita,Start,1114207932,Suriname,0.6,SOUTH AMERICA
Wim Bos Verschuur,C,1096953822,Suriname,0.6,SOUTH AMERICA
Saskia Walden,Start,1112304854,Suriname,0.6,SOUTH AMERICA
Grace Watamaleo,Start,1112727543,Suriname,0.6,SOUTH AMERICA
Jozef Weidmann,C,1037459272,Suriname,0.6,SOUTH AMERICA
Abraham Brodersson,C,1115163994,Sweden,10.5,NORTHERN EUROPE
Thoralf Alfsson,Start,1105567274,Sweden,10.5,NORTHERN EUROPE
Leila Ali Elmi,Stub,1111882241,Sweden,10.5,NORTHERN EUROPE
Bengt Snivil,Stub,1055951113,Sweden,10.5,NORTHERN EUROPE
Rudolf Fredrik Berg,Start,1113096827,Sweden,10.5,NORTHERN EUROPE
Birger Jarl,GA,1106260454,Sweden,10.5,NORTHERN EUROPE
Birger Brosa,Start,1024623646,Sweden,10.5,NORTHERN EUROPE
Axel Brusewitz,Stub,1039843620,Sweden,10.5,NORTHERN EUROPE
Nils Claëson,Stub,1093435562,Sweden,10.5,NORTHERN EUROPE
Petrus Olai Dalekarlus,Stub,1073651332,Sweden,10.5,NORTHERN EUROPE
Charles the Deaf,Start,1114537749,Sweden,10.5,NORTHERN EUROPE
Christoffer Dulny,Start,1115365930,Sweden,10.5,NORTHERN EUROPE
Klas Eklund,Start,941420482,Sweden,10.5,NORTHERN EUROPE
Martin Ekström,Start,1065514763,Sweden,10.5,NORTHERN EUROPE
Nils Elowsson,Stub,1080015839,Sweden,10.5,NORTHERN EUROPE
Folke the Fat,Stub,1101657785,Sweden,10.5,NORTHERN EUROPE
Hans Reinhold von Fersen,Stub,1068082355,Sweden,10.5,NORTHERN EUROPE
Clas Frietzcky,Stub,963414238,Sweden,10.5,NORTHERN EUROPE
Birger Furugård,Start,1016969064,Sweden,10.5,NORTHERN EUROPE
Hemming Gadh,Start,1018541199,Sweden,10.5,NORTHERN EUROPE
Anders Henriksson (politician),Stub,1095370812,Sweden,10.5,NORTHERN EUROPE
Carl P. Herslow,Stub,1112231330,Sweden,10.5,NORTHERN EUROPE
Harald Hjärne,Stub,1085490833,Sweden,10.5,NORTHERN EUROPE
Holmger Knutsson,Start,1022950956,Sweden,10.5,NORTHERN EUROPE
Ida Karkiainen,Stub,1111922174,Sweden,10.5,NORTHERN EUROPE
Albrecht Elof Ihre,Stub,962137372,Sweden,10.5,NORTHERN EUROPE
Gustav Kasselstrand,GA,1111499686,Sweden,10.5,NORTHERN EUROPE
Mats Kettilmundsson,Start,974588670,Sweden,10.5,NORTHERN EUROPE
Per Klarberg,Stub,1067229019,Sweden,10.5,NORTHERN EUROPE
Sture Korpi,Stub,1098860122,Sweden,10.5,NORTHERN EUROPE
Peeter Luksep,Stub,1067164381,Sweden,10.5,NORTHERN EUROPE
Eskil Magnusson,Start,1103368159,Sweden,10.5,NORTHERN EUROPE
Stig Malm,Start,1100349229,Sweden,10.5,NORTHERN EUROPE
Ture Malmgren,GA,993905483,Sweden,10.5,NORTHERN EUROPE
Magnus Minniskiöld,C,1055950775,Sweden,10.5,NORTHERN EUROPE
Omar Mustafa,Start,1114431170,Sweden,10.5,NORTHERN EUROPE
Gustaf Nyblæus (1816),Stub,907294516,Sweden,10.5,NORTHERN EUROPE
Sven-Olle Olsson,Stub,1037993994,Sweden,10.5,NORTHERN EUROPE
Vera Oredsson,Start,1113634951,Sweden,10.5,NORTHERN EUROPE
Gabriel Gustafsson Oxenstierna,C,1113096968,Sweden,10.5,NORTHERN EUROPE
Carl Fredrik Pechlin,Start,1036926715,Sweden,10.5,NORTHERN EUROPE
Carl Piper,Start,1095944691,Sweden,10.5,NORTHERN EUROPE
Filip Julius Bernhard von Platen,Stub,1048198762,Sweden,10.5,NORTHERN EUROPE
Tomas Polus,Stub,1113516314,Sweden,10.5,NORTHERN EUROPE
Nils Reuterholm,Stub,1090429369,Sweden,10.5,NORTHERN EUROPE
Qristina Ribohn,Start,1004037375,Sweden,10.5,NORTHERN EUROPE
Oliver Rosengren,Stub,1115281232,Sweden,10.5,NORTHERN EUROPE
Karl Gustaf Scherman,Stub,1065373172,Sweden,10.5,NORTHERN EUROPE
Erik Carlsson Sjöblad,Start,1009863371,Sweden,10.5,NORTHERN EUROPE
Jimmy Ståhl,Stub,1111884033,Sweden,10.5,NORTHERN EUROPE
Adolf Ludvig Stierneld,Start,1089584584,Sweden,10.5,NORTHERN EUROPE
Gustaf Algernon Stierneld,Stub,1085266368,Sweden,10.5,NORTHERN EUROPE
Vávra Suk,Stub,1015480636,Sweden,10.5,NORTHERN EUROPE
Peter Sunde,C,1113754172,Sweden,10.5,NORTHERN EUROPE
Anders Sundström,Stub,1113107487,Sweden,10.5,NORTHERN EUROPE
August Tamm,Stub,1071178122,Sweden,10.5,NORTHERN EUROPE
Robert Macfie Thorburn,Start,1081619244,Sweden,10.5,NORTHERN EUROPE
Jessica Thunander,Stub,1054908517,Sweden,10.5,NORTHERN EUROPE
Lars Törnman,Stub,1036368817,Sweden,10.5,NORTHERN EUROPE
Gustaf af Wetterstedt,Stub,1115533138,Sweden,10.5,NORTHERN EUROPE
Bertil Zachrisson,Stub,1081155174,Sweden,10.5,NORTHERN EUROPE
Céline Amaudruz,Stub,1078966867,Switzerland,8.8,WESTERN EUROPE
Beat Arnold,Start,1103551315,Switzerland,8.8,WESTERN EUROPE
Mustafa Atici,Start,1093168910,Switzerland,8.8,WESTERN EUROPE
Gallus Jacob Baumgartner,Start,1034339108,Switzerland,8.8,WESTERN EUROPE
Martin Bäumle,Start,1113180976,Switzerland,8.8,WESTERN EUROPE
Pierre François Bellot,Stub,1085380321,Switzerland,8.8,WESTERN EUROPE
Jacqueline Berenstein-Wavre,Start,1098279107,Switzerland,8.8,WESTERN EUROPE
Peter Bodenmann,C,1097652987,Switzerland,8.8,WESTERN EUROPE
Ulrich Bremi,Stub,1109100989,Switzerland,8.8,WESTERN EUROPE
Achille Casanova,Start,1109101260,Switzerland,8.8,WESTERN EUROPE
Conradin Cramer,Start,1109136165,Switzerland,8.8,WESTERN EUROPE
Niklaus Dachselhofer,Stub,989253083,Switzerland,8.8,WESTERN EUROPE
Sigmund von Erlach,Stub,1047996896,Switzerland,8.8,WESTERN EUROPE
Heinrich Escher,Stub,1051201875,Switzerland,8.8,WESTERN EUROPE
Johann Rudolf Faesch,Stub,1109260563,Switzerland,8.8,WESTERN EUROPE
Peter Falck,GA,1113518708,Switzerland,8.8,WESTERN EUROPE
Franz Rudolf Frisching,Start,1025992173,Switzerland,8.8,WESTERN EUROPE
Urs Glutz von Blotzheim,Stub,1079107579,Switzerland,8.8,WESTERN EUROPE
Jürg Grossen,Start,1113181116,Switzerland,8.8,WESTERN EUROPE
Tim Guldimann,Start,1114164708,Switzerland,8.8,WESTERN EUROPE
Georg Friedrich Heilmann,Stub,1065849307,Switzerland,8.8,WESTERN EUROPE
Thomas Helbling,Start,1097655440,Switzerland,8.8,WESTERN EUROPE
Eva Herzog,Start,1113518226,Switzerland,8.8,WESTERN EUROPE
David Hess (painter),Start,1088977153,Switzerland,8.8,WESTERN EUROPE
Karl Otto Hunziker,Start,1073762856,Switzerland,8.8,WESTERN EUROPE
Beat Jans,C,1109261316,Switzerland,8.8,WESTERN EUROPE
Walter Kälin,C,1097656534,Switzerland,8.8,WESTERN EUROPE
Frédéric-César de La Harpe,C,1103177637,Switzerland,8.8,WESTERN EUROPE
Georgie Lamon,Stub,1065924058,Switzerland,8.8,WESTERN EUROPE
Paul Lüönd,Stub,1073049884,Switzerland,8.8,WESTERN EUROPE
Ferdinand Masset,Stub,947627249,Switzerland,8.8,WESTERN EUROPE
Frank Melloul,C,1110313720,Switzerland,8.8,WESTERN EUROPE
Guy Mettan,Start,1099961825,Switzerland,8.8,WESTERN EUROPE
Jakob Meyer zum Hasen,C,1109307770,Switzerland,8.8,WESTERN EUROPE
Kurt Meyer (Lucerne),Stub,1114680785,Switzerland,8.8,WESTERN EUROPE
Sophie Michaud Gigon,Start,1016857420,Switzerland,8.8,WESTERN EUROPE
Peter Ochs,Start,1013192676,Switzerland,8.8,WESTERN EUROPE
Giovanni Orelli,Start,1066004666,Switzerland,8.8,WESTERN EUROPE
Ludwig Pfyffer,Start,1077498198,Switzerland,8.8,WESTERN EUROPE
Valérie Piller Carrard,Start,1054866115,Switzerland,8.8,WESTERN EUROPE
Ital Reding the Elder,Start,1050573175,Switzerland,8.8,WESTERN EUROPE
Jules Repond,Start,1026286888,Switzerland,8.8,WESTERN EUROPE
Farah Rumy,Start,1101258104,Switzerland,8.8,WESTERN EUROPE
Vinzenz Rüttimann,C,1101460842,Switzerland,8.8,WESTERN EUROPE
Sergio Salvioni,Start,1104342564,Switzerland,8.8,WESTERN EUROPE
Alfred Emanuel Sarasin,Stub,1112830593,Switzerland,8.8,WESTERN EUROPE
Nicolas Théodore de Saussure,GA,1112325459,Switzerland,8.8,WESTERN EUROPE
Peter-Josef Schallberger,Stub,1022570699,Switzerland,8.8,WESTERN EUROPE
Josef Scherrer,Stub,1045327007,Switzerland,8.8,WESTERN EUROPE
Guy-Olivier Segond,C,1105606820,Switzerland,8.8,WESTERN EUROPE
André Simonazzi,Start,1096441273,Switzerland,8.8,WESTERN EUROPE
Carlo Sommaruga,Start,1112581627,Switzerland,8.8,WESTERN EUROPE
Niklaus Friedrich von Steiger,Stub,1108836802,Switzerland,8.8,WESTERN EUROPE
Charles-Alexandre Steinhäuslin,Start,942439844,Switzerland,8.8,WESTERN EUROPE
Hansjörg Trachsel,Start,1019997611,Switzerland,8.8,WESTERN EUROPE
Paul Usteri,Start,1081662107,Switzerland,8.8,WESTERN EUROPE
Eric Weber,Start,1078967037,Switzerland,8.8,WESTERN EUROPE
Johann Rudolf Wettstein,GA,1109870613,Switzerland,8.8,WESTERN EUROPE
Karl Emil Wild,Start,1068658484,Switzerland,8.8,WESTERN EUROPE
Louis Wyrsch,C,1078281666,Switzerland,8.8,WESTERN EUROPE
Paul Wyss,Stub,1110030427,Switzerland,8.8,WESTERN EUROPE
Theodor Ab Yberg,Stub,1022570814,Switzerland,8.8,WESTERN EUROPE
Sebastian Peregrin Zwyer,Start,1090177502,Switzerland,8.8,WESTERN EUROPE
Abdul-Aziz al-Khair,C,1055121509,Syria,22.1,WESTERN ASIA
Adil Arslan,C,1115642647,Syria,22.1,WESTERN ASIA
Mohammed Akkad,Stub,1088148970,Syria,22.1,WESTERN ASIA
Sultan al-Atrash,C,1115642685,Syria,22.1,WESTERN ASIA
Ayyash Al-Haj,GA,1114418908,Syria,22.1,WESTERN ASIA
Ghias Barakat,C,1099141929,Syria,22.1,WESTERN ASIA
Subhi Bey Barakat,Start,1115422743,Syria,22.1,WESTERN ASIA
Abdul Qader Barmada,Stub,1088149351,Syria,22.1,WESTERN ASIA
Tawfiq Bay,Start,1031788885,Syria,22.1,WESTERN ASIA
Ibrahim Biro,Start,955779707,Syria,22.1,WESTERN ASIA
Amir al-Dandal,Start,994545216,Syria,22.1,WESTERN ASIA
Abd al-Razzaq al-Dandashi,Start,1063356756,Syria,22.1,WESTERN ASIA
Ahmad Diyab,Stub,1100437054,Syria,22.1,WESTERN ASIA
Hadad-yith'i,C,1102614042,Syria,22.1,WESTERN ASIA
Hisham Marwah,Stub,1111799084,Syria,22.1,WESTERN ASIA
Edmond Al-Homsi,Stub,1090859570,Syria,22.1,WESTERN ASIA
Ghassan Ibrahim,Start,1099026087,Syria,22.1,WESTERN ASIA
Ihsan Al Jabri,Stub,1056547219,Syria,22.1,WESTERN ASIA
Jihad Makdissi,C,1095025923,Syria,22.1,WESTERN ASIA
Mohammad Jumah,Stub,1031226079,Syria,22.1,WESTERN ASIA
Sami al-Jundi,C,1085225687,Syria,22.1,WESTERN ASIA
Kamal al-Qassab,Stub,1046716585,Syria,22.1,WESTERN ASIA
Kamil Pasha al-Qudsi,Stub,1114426805,Syria,22.1,WESTERN ASIA
Fayez al-Khoury,Stub,1101097473,Syria,22.1,WESTERN ASIA
Mar'i Pasha al-Mallah,Start,1114426843,Syria,22.1,WESTERN ASIA
Antun Maqdisi,Start,1012298345,Syria,22.1,WESTERN ASIA
Mahmoud Ahmad Marei,Start,1096423511,Syria,22.1,WESTERN ASIA
Muhammad Talab Hilal,C,1091046608,Syria,22.1,WESTERN ASIA
Mustafa al-Siba'i,Start,1101678254,Syria,22.1,WESTERN ASIA
Shukri al-Quwatli,FA,1114418977,Syria,22.1,WESTERN ASIA
Munif Razzaz,GA,1104186608,Syria,22.1,WESTERN ASIA
Nasim al-Safarjalani,Start,1032834084,Syria,22.1,WESTERN ASIA
Salem al-Meslet,Stub,1103824812,Syria,22.1,WESTERN ASIA
Muhammad al-Sufi,C,1106267269,Syria,22.1,WESTERN ASIA
Mohammad Farouk Tayfour,Stub,940373945,Syria,22.1,WESTERN ASIA
